                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     69,               0.015879,               0.010023,               0.021042,              0.0010633,                 0.9914,                0.98658,                0.98871,                0.85772,                0.97401,                0.96875,                0.96646,                 0.7264,               0.011273,              0.0097365,               0.013622,             0.00073911,               0.003268,               0.003268,               0.003268
                     70,               0.016058,               0.010014,               0.020037,              0.0010824,                0.99211,                0.98658,                0.99052,                0.85667,                0.97704,                0.96571,                0.96544,                0.73838,               0.011671,              0.0099075,               0.013857,             0.00070002,               0.003169,               0.003169,               0.003169
                     71,                0.01566,              0.0098158,               0.020111,             0.00096125,                0.99036,                0.98511,                0.98878,                  0.869,                0.97623,                0.97155,                 0.9752,                0.74072,               0.010901,              0.0096073,               0.013426,             0.00068238,                0.00307,                0.00307,                0.00307
                     72,               0.015222,              0.0098859,               0.020296,             0.00095523,                0.99082,                0.98381,                0.98886,                0.86868,                0.97564,                0.96599,                0.96536,                0.70805,               0.012173,              0.0096743,               0.013708,             0.00066243,               0.002971,               0.002971,               0.002971
                     73,               0.014986,              0.0097085,               0.019613,             0.00092925,                0.99255,                0.98423,                0.98887,                0.86859,                 0.9666,                0.96382,                0.95843,                0.71283,               0.011964,              0.0096333,               0.013642,             0.00065457,               0.002872,               0.002872,               0.002872
                     74,               0.014709,              0.0098211,               0.019597,             0.00091669,                 0.9925,                0.98184,                0.98868,                0.84642,                0.95267,                0.94394,                0.94397,                0.69598,               0.012552,              0.0094706,               0.013874,             0.00069737,               0.002773,               0.002773,               0.002773
                     75,               0.014036,              0.0097733,               0.019486,             0.00099541,                0.99263,                0.98415,                0.98875,                0.87454,                0.97919,                0.97337,                0.96913,                0.72278,               0.010775,              0.0095113,                0.01304,             0.00065389,               0.002674,               0.002674,               0.002674
                     76,               0.014216,              0.0098416,               0.019675,               0.001003,                0.99465,                0.98013,                0.98884,                0.87047,                0.97439,                0.97032,                0.96918,                0.70627,               0.012105,              0.0095663,               0.013724,             0.00060562,               0.002575,               0.002575,               0.002575
                     77,               0.014315,              0.0095936,               0.019701,             0.00087672,                0.99136,                0.98357,                0.98873,                0.87689,                0.97587,                0.97195,                 0.9688,                0.70603,               0.010528,              0.0094891,               0.013055,             0.00061193,               0.002476,               0.002476,               0.002476
                     78,               0.013804,              0.0096248,               0.019908,              0.0009135,                0.99308,                0.98316,                0.98886,                0.87106,                0.97334,                0.96635,                0.96451,                0.70545,               0.012238,              0.0095623,               0.013542,             0.00059072,               0.002377,               0.002377,               0.002377
                     79,               0.013681,              0.0097252,               0.019641,             0.00084609,                0.98964,                 0.9882,                0.99048,                0.88716,                 0.9751,                0.97039,                0.96877,                0.70358,                0.01032,               0.009737,               0.012886,              0.0005772,               0.002278,               0.002278,               0.002278
                     80,               0.013147,              0.0096674,               0.020087,             0.00083507,                0.99281,                0.98775,                0.98898,                0.88207,                0.98429,                0.97935,                0.97969,                 0.7335,               0.010403,              0.0096568,               0.012974,             0.00056178,               0.002179,               0.002179,               0.002179
                     81,               0.013131,              0.0096652,               0.018384,             0.00078464,                0.99277,                0.98775,                0.98897,                0.87893,                0.97025,                0.96428,                0.96069,                0.69608,               0.011254,              0.0095676,               0.013163,             0.00055593,                0.00208,                0.00208,                0.00208
                     82,               0.013221,              0.0096596,               0.019633,             0.00081926,                0.99301,                 0.9866,                0.98917,                 0.8846,                 0.9766,                0.96983,                0.97023,                 0.7208,               0.010944,              0.0096164,               0.013064,             0.00053122,               0.001981,               0.001981,               0.001981
                     83,               0.012558,              0.0095316,               0.019357,             0.00070863,                0.99361,                0.98775,                0.98871,                0.88708,                0.97459,                0.97072,                0.96576,                0.72028,                   0.01,              0.0097356,               0.012725,             0.00049417,               0.001882,               0.001882,               0.001882
                     84,               0.012164,              0.0094642,               0.017428,             0.00083638,                0.99228,                0.98723,                0.98875,                0.88701,                 0.9685,                0.96568,                0.95898,                0.70291,              0.0098527,              0.0097914,               0.012649,             0.00048718,               0.001783,               0.001783,               0.001783
                     85,               0.011981,               0.009642,               0.018639,             0.00066213,                0.99385,                0.98735,                0.98885,                0.88896,                0.97789,                0.97054,                0.96512,                0.72345,              0.0098229,              0.0095448,               0.012446,             0.00047493,               0.001684,               0.001684,               0.001684
                     86,               0.011829,              0.0096398,               0.018239,             0.00069902,                0.99299,                0.98775,                 0.9889,                0.88729,                0.97598,                0.96697,                0.96565,                0.71685,              0.0093848,              0.0095205,                0.01232,             0.00045404,               0.001585,               0.001585,               0.001585
                     87,               0.011633,              0.0094018,               0.018182,              0.0006627,                0.99388,                0.98714,                 0.9889,                0.88836,                0.98218,                0.97841,                 0.9773,                0.72295,              0.0092819,              0.0097046,               0.012237,             0.00044387,               0.001486,               0.001486,               0.001486
                     88,               0.011735,              0.0096906,               0.018576,             0.00075034,                0.99363,                0.98675,                0.98883,                 0.8919,                0.97538,                 0.9711,                0.96614,                 0.7127,              0.0093275,              0.0097406,               0.012269,             0.00043539,               0.001387,               0.001387,               0.001387
                     89,               0.011524,              0.0094957,               0.018462,             0.00071482,                0.99343,                0.98618,                0.99024,                 0.8969,                0.97655,                0.96915,                0.96579,                0.71711,              0.0093103,              0.0095729,               0.012305,             0.00042802,               0.001288,               0.001288,               0.001288
                     90,               0.011176,              0.0093566,               0.018099,             0.00074827,                0.99479,                0.98698,                0.98934,                0.89184,                0.97771,                0.96769,                0.96717,                0.72149,               0.009206,              0.0095084,               0.012193,             0.00041262,               0.001189,               0.001189,               0.001189
                     91,               0.011108,              0.0096717,               0.018067,             0.00059794,                0.99259,                0.98474,                0.98886,                0.89536,                0.97818,                0.97091,                0.96683,                0.72434,              0.0090699,              0.0095832,               0.012089,             0.00039449,                0.00109,                0.00109,                0.00109
                     92,               0.010622,              0.0095116,               0.017223,             0.00067258,                0.99404,                0.98775,                0.98868,                0.89837,                0.97667,                0.97109,                0.96452,                0.72883,              0.0086936,              0.0094335,               0.011946,             0.00037346,               0.000991,               0.000991,               0.000991
                     93,               0.010767,              0.0099044,               0.016924,             0.00058545,                0.99361,                  0.987,                0.98906,                0.90543,                0.97791,                0.97116,                0.96534,                 0.7208,              0.0087422,              0.0094538,               0.011893,             0.00035362,               0.000892,               0.000892,               0.000892
                     94,               0.010503,              0.0096777,               0.017581,             0.00058609,                0.99388,                0.98742,                0.98874,                0.90735,                0.97111,                0.96538,                0.95611,                0.72054,              0.0085673,              0.0093717,               0.011817,             0.00033448,               0.000793,               0.000793,               0.000793
                     95,               0.010049,              0.0097098,               0.017215,             0.00054001,                0.99493,                0.98664,                 0.9887,                0.90586,                0.97294,                0.96663,                0.96074,                0.72238,               0.008678,              0.0095423,               0.011773,             0.00032596,               0.000694,               0.000694,               0.000694
                     96,                0.01034,              0.0095034,               0.017676,             0.00057814,                0.99477,                0.98775,                0.98974,                0.90778,                0.97892,                 0.9723,                0.96765,                0.72624,              0.0083924,              0.0094978,               0.011621,             0.00032204,               0.000595,               0.000595,               0.000595
                     97,               0.010347,              0.0095475,               0.015943,             0.00054829,                0.99421,                0.98755,                0.98836,                0.90652,                 0.9763,                0.96854,                0.96375,                0.72511,               0.008538,              0.0094217,               0.011652,             0.00030993,               0.000496,               0.000496,               0.000496
                     98,               0.010117,               0.009497,               0.016595,             0.00057809,                0.99409,                0.98722,                0.98922,                0.90764,                0.97549,                0.96902,                0.96227,                0.71847,              0.0083631,              0.0094629,               0.011552,             0.00030206,               0.000397,               0.000397,               0.000397
                     99,              0.0097736,              0.0094463,               0.017321,             0.00052688,                0.99417,                0.98723,                0.98934,                 0.9106,                0.97373,                0.96717,                0.96205,                0.71977,              0.0082876,              0.0095528,               0.011452,             0.00029373,               0.000298,               0.000298,               0.000298
                    100,                0.99479,                0.98775,                0.98974,                0.90724,                0.97892,                0.97231,                0.96769,                0.72579,              0.0083931,              0.0094978,                0.01162,             0.00032197
