                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     29,               0.026608,               0.011513,               0.032563,              0.0028385,                 0.9692,                0.93661,                0.97913,                0.76791,                0.96624,                0.92196,                0.95935,                0.72139,               0.022555,              0.0090175,               0.021694,                0.00257,               0.007228,               0.007228,               0.007228
                     30,                0.02613,               0.011358,               0.033562,              0.0025177,                0.97124,                0.94981,                0.97928,                0.77786,                0.95717,                0.91306,                0.94478,                0.71547,               0.021078,              0.0092652,               0.021486,              0.0022302,               0.007129,               0.007129,               0.007129
                     31,               0.026344,               0.011299,               0.033964,              0.0024279,                 0.9823,                0.94943,                0.98534,                0.81137,                0.97881,                0.93258,                0.96121,                0.74886,               0.020479,              0.0091035,               0.020619,              0.0022783,                0.00703,                0.00703,                0.00703
                     32,               0.024539,               0.011317,               0.029551,              0.0029058,                0.97871,                0.94847,                0.97848,                0.75934,                0.96713,                0.93735,                0.95896,                0.76671,                0.01872,               0.009126,               0.020112,              0.0029989,               0.006931,               0.006931,               0.006931
                     33,               0.024103,               0.011341,               0.029586,              0.0030419,                0.96598,                0.95676,                0.98198,                 0.7582,                0.94293,                0.93661,                0.95114,                0.71623,               0.020727,              0.0093172,               0.021245,              0.0025467,               0.006832,               0.006832,               0.006832
                     34,               0.023506,               0.011274,               0.030222,              0.0027059,                0.94472,                0.93537,                 0.9735,                0.72313,                0.94383,                0.90134,                0.93861,                0.70209,               0.023149,              0.0099444,               0.021762,              0.0026413,               0.006733,               0.006733,               0.006733
                     35,               0.024308,               0.011278,               0.030409,               0.002181,                0.96758,                 0.9643,                0.98154,                0.74184,                0.95717,                0.93579,                 0.9543,                0.70791,               0.023434,              0.0088329,               0.021858,              0.0022701,               0.006634,               0.006634,               0.006634
                     36,                0.02448,                0.01204,               0.030353,              0.0022753,                0.95206,                0.95009,                0.97659,                0.78641,                0.94835,                  0.928,                0.95558,                0.72719,               0.018462,              0.0089286,               0.019738,              0.0024413,               0.006535,               0.006535,               0.006535
                     37,                0.02298,               0.011615,               0.029897,              0.0022082,                0.96546,                 0.9664,                0.98506,                0.74015,                0.95789,                0.95913,                0.96282,                 0.7037,               0.022964,               0.009009,               0.021196,              0.0019052,               0.006436,               0.006436,               0.006436
                     38,               0.023537,               0.011251,               0.029645,              0.0024376,                 0.9696,                 0.9537,                0.98149,                0.79086,                0.95847,                0.95434,                0.96778,                0.74156,               0.020923,              0.0088701,                0.01974,              0.0015616,               0.006337,               0.006337,               0.006337
                     39,               0.023407,               0.011319,               0.031803,              0.0021972,                0.97291,                0.96418,                0.98609,                0.74497,                 0.9689,                0.95053,                0.96948,                0.72779,               0.023766,              0.0088237,               0.020533,              0.0013336,               0.006238,               0.006238,               0.006238
                     40,               0.023205,               0.011008,               0.030664,              0.0019994,                0.97903,                0.96098,                0.98598,                0.78265,                0.96997,                0.95275,                0.96903,                0.78238,               0.016998,              0.0087432,               0.018711,              0.0013858,               0.006139,               0.006139,               0.006139
                     41,               0.020808,               0.011511,               0.029839,              0.0019965,                0.97902,                0.97035,                0.98685,                0.81719,                0.96358,                0.95237,                0.96181,                 0.7345,               0.016471,              0.0087329,               0.019314,              0.0014042,                0.00604,                0.00604,                0.00604
                     42,               0.021155,               0.010974,                0.02989,               0.002054,                0.97602,                0.95544,                 0.9843,                0.75122,                0.95121,                0.93046,                0.94392,                0.69706,               0.020626,              0.0087816,               0.020061,              0.0018317,               0.005941,               0.005941,               0.005941
                     43,               0.021454,               0.010643,               0.028286,              0.0020997,                0.98664,                0.96474,                0.98509,                0.72648,                 0.9761,                0.94694,                0.97041,                0.70133,               0.020938,               0.008687,               0.019987,              0.0015186,               0.005842,               0.005842,               0.005842
                     44,               0.021067,               0.010512,               0.028907,              0.0020651,                0.95712,                0.93952,                  0.972,                0.78792,                0.95481,                0.91537,                0.94623,                0.74467,               0.017745,               0.010186,                0.02072,               0.003227,               0.005743,               0.005743,               0.005743
                     45,                0.02095,               0.010652,                0.02839,              0.0018031,                0.98903,                0.95197,                0.98472,                0.81568,                0.95153,                0.92731,                0.93937,                0.72429,               0.016479,              0.0086498,               0.018993,              0.0011907,               0.005644,               0.005644,               0.005644
                     46,               0.020907,               0.011188,               0.029535,              0.0017365,                0.97333,                0.97127,                0.98808,                0.82656,                0.96482,                0.95838,                0.96615,                0.76147,               0.015241,              0.0087871,               0.018359,              0.0012132,               0.005545,               0.005545,               0.005545
                     47,                0.02045,               0.010834,               0.027732,              0.0015674,                0.98822,                0.94629,                0.98455,                 0.8181,                 0.9798,                0.93896,                0.97016,                0.74564,               0.017412,              0.0086332,               0.018926,              0.0013336,               0.005446,               0.005446,               0.005446
                     48,               0.020837,               0.011104,               0.029762,              0.0015536,                0.98236,                0.96121,                 0.9873,                0.83064,                0.97442,                0.95388,                0.96876,                0.76863,               0.015082,              0.0086397,               0.018101,              0.0011592,               0.005347,               0.005347,               0.005347
                     49,               0.019735,               0.010755,               0.028747,              0.0017062,                0.98365,                0.96668,                0.98833,                0.82883,                0.97279,                0.95613,                 0.9687,                0.75985,               0.014393,              0.0085422,               0.017594,              0.0012488,               0.005248,               0.005248,               0.005248
                     50,               0.018033,                 0.0107,                0.02766,              0.0016837,                0.98832,                0.96537,                0.98865,                0.80929,                0.97779,                0.96231,                0.97866,                0.78024,               0.014829,              0.0086239,               0.017362,              0.0012474,               0.005149,               0.005149,               0.005149
                     51,               0.017002,               0.010952,               0.027118,              0.0017495,                0.98529,                0.95876,                0.98687,                0.83148,                0.96889,                0.94375,                0.96788,                0.76237,                0.01453,              0.0087443,                0.01876,              0.0013293,                0.00505,                0.00505,                0.00505
                     52,               0.016952,               0.010993,               0.027692,              0.0017253,                0.98374,                0.96939,                0.98948,                 0.8361,                0.97024,                0.95603,                0.97493,                0.75029,               0.015335,              0.0086728,               0.017533,              0.0011221,               0.004951,               0.004951,               0.004951
                     53,               0.018204,               0.011359,               0.028042,              0.0013052,                0.98046,                0.97111,                0.98848,                0.79709,                0.98624,                0.94267,                 0.9677,                0.73283,               0.017658,              0.0087209,                0.01863,              0.0010618,               0.004852,               0.004852,               0.004852
                     54,               0.018883,               0.010992,               0.027055,              0.0016196,                0.97807,                0.96786,                0.98628,                0.82918,                 0.9808,                0.94486,                0.97316,                0.74151,               0.014918,              0.0088813,               0.017456,              0.0010121,               0.004753,               0.004753,               0.004753
                     55,               0.017694,                 0.0109,               0.025862,              0.0014637,                0.98284,                0.96939,                0.99047,                0.82137,                0.96692,                0.95436,                0.96218,                0.76182,               0.015693,              0.0086378,               0.017622,                0.00113,               0.004654,               0.004654,               0.004654
                     56,               0.018138,               0.010743,               0.026154,              0.0014519,                0.98574,                0.95624,                0.98566,                0.84158,                0.97289,                0.94621,                0.96623,                0.76288,               0.015314,              0.0092374,               0.018299,              0.0016325,               0.004555,               0.004555,               0.004555
                     57,               0.017825,               0.011939,               0.026083,              0.0014686,                0.97776,                0.96765,                0.99039,                0.86152,                0.96843,                0.94877,                0.96846,                0.77051,               0.012961,              0.0088547,               0.016734,              0.0013701,               0.004456,               0.004456,               0.004456
                     58,               0.017135,               0.011053,                0.02653,              0.0014645,                0.99075,                0.96006,                0.98936,                0.85012,                 0.9785,                0.94909,                0.97213,                0.76977,               0.013723,              0.0086959,               0.016822,               0.001506,               0.004357,               0.004357,               0.004357
                     59,               0.015604,                0.01065,               0.025055,              0.0016384,                0.99187,                0.97768,                0.99042,                  0.845,                0.98223,                0.96061,                0.97167,                0.77807,                0.01451,              0.0086283,               0.017341,              0.0010292,               0.004258,               0.004258,               0.004258
                     60,               0.016188,               0.010746,                0.02452,              0.0013143,                0.99079,                0.95661,                0.98924,                0.86771,                0.98344,                0.94995,                0.97081,                0.76817,               0.012961,              0.0085945,               0.016517,             0.00098908,               0.004159,               0.004159,               0.004159
                     61,               0.016268,                0.01048,               0.025155,              0.0013611,                0.99336,                0.95655,                0.98737,                 0.8502,                0.97976,                0.94439,                0.96775,                 0.7736,               0.014847,              0.0084773,               0.017531,             0.00092513,                0.00406,                0.00406,                0.00406
                     62,               0.016555,               0.010995,               0.024902,              0.0012546,                0.98711,                0.96001,                0.98783,                0.87285,                0.98324,                0.94313,                0.96855,                0.77159,               0.012356,              0.0084869,               0.016092,             0.00082695,               0.003961,               0.003961,               0.003961
                     63,               0.015857,               0.010898,               0.024556,              0.0010722,                0.97587,                0.97492,                0.98935,                0.85187,                 0.9638,                0.95765,                0.96659,                 0.7653,               0.014727,              0.0083837,               0.017146,             0.00078286,               0.003862,               0.003862,               0.003862
                     64,               0.015563,               0.010648,               0.023398,              0.0012557,                0.97062,                0.98615,                0.98915,                0.85732,                0.98572,                0.94445,                0.97266,                0.76302,               0.012877,              0.0085446,               0.016264,              0.0007404,               0.003763,               0.003763,               0.003763
                     65,               0.015648,               0.010604,               0.023606,              0.0012372,                  0.974,                0.98082,                0.98943,                0.86116,                0.97025,                0.96861,                0.97709,                0.77171,               0.013349,              0.0086111,               0.015975,             0.00083282,               0.003664,               0.003664,               0.003664
                     66,               0.015359,               0.010231,               0.024751,              0.0012511,                 0.9907,                0.96884,                0.98798,                0.86174,                0.98683,                0.95995,                0.98079,                0.79186,               0.012042,              0.0085771,                0.01593,              0.0008241,               0.003565,               0.003565,               0.003565
                     67,               0.015162,               0.010283,               0.024678,              0.0010994,                0.98395,                 0.9741,                 0.9893,                 0.8669,                0.97827,                0.96844,                0.97982,                0.77589,               0.011925,              0.0085829,               0.015899,             0.00080603,               0.003466,               0.003466,               0.003466
                     68,                0.01488,               0.010061,               0.024483,              0.0011061,                0.98044,                0.97493,                0.98929,                0.86728,                0.97745,                0.96394,                 0.9803,                0.78653,               0.011314,              0.0085277,               0.015448,              0.0008137,               0.003367,               0.003367,               0.003367
                     69,               0.014839,               0.010519,               0.024424,              0.0011096,                0.97911,                0.97676,                0.99004,                0.87085,                0.98701,                0.95178,                0.98065,                0.79665,               0.011242,              0.0085413,               0.015412,             0.00070516,               0.003268,               0.003268,               0.003268
                     70,               0.015036,               0.010935,               0.022636,              0.0012628,                0.98389,                0.97493,                0.98921,                0.86149,                0.97688,                0.96209,                0.97984,                0.79653,               0.011646,               0.008468,               0.015777,             0.00066749,               0.003169,               0.003169,               0.003169
                     71,               0.014571,               0.010266,               0.023112,              0.0010432,                0.98252,                0.98151,                0.99052,                0.88246,                 0.9828,                0.96025,                0.98115,                 0.7909,               0.010711,              0.0085657,               0.015328,             0.00065917,                0.00307,                0.00307,                0.00307
                     72,               0.014066,               0.010511,               0.023426,             0.00089211,                0.98105,                0.97416,                0.98961,                 0.8779,                 0.9691,                0.96348,                0.97589,                0.76815,               0.011759,               0.008607,               0.015766,             0.00081315,               0.002971,               0.002971,               0.002971
                     73,                0.01402,               0.010277,               0.022578,              0.0009384,                0.99328,                   0.97,                0.98956,                 0.8787,                0.98221,                0.95909,                 0.9725,                0.77902,               0.012381,              0.0085518,               0.015981,             0.00064435,               0.002872,               0.002872,               0.002872
                     74,               0.013443,               0.010115,               0.022951,              0.0010204,                 0.9859,                0.97563,                0.98945,                 0.8753,                0.98094,                0.96697,                0.98013,                0.76525,               0.012361,               0.008483,               0.015915,             0.00062011,               0.002773,               0.002773,               0.002773
                     75,               0.012599,               0.010648,               0.022153,               0.001018,                0.98476,                0.98225,                0.98977,                0.88719,                0.97793,                 0.9646,                0.97967,                0.78116,               0.011581,              0.0084152,               0.015158,             0.00064198,               0.002674,               0.002674,               0.002674
                     76,               0.012862,               0.010255,               0.022312,             0.00092472,                0.98504,                0.97847,                0.98988,                0.88475,                0.98405,                0.95711,                0.97612,                 0.7745,               0.011845,              0.0083937,               0.015554,              0.0006039,               0.002575,               0.002575,               0.002575
                     77,               0.012811,               0.010206,               0.022214,              0.0010272,                0.98895,                0.98312,                0.98996,                0.90221,                0.98376,                0.96028,                0.97759,                0.77278,               0.010207,              0.0084125,               0.014443,             0.00060171,               0.002476,               0.002476,               0.002476
                     78,               0.012672,               0.010105,               0.023068,              0.0010382,                0.98311,                0.97707,                0.99023,                0.89051,                0.97541,                0.96537,                0.97672,                0.77247,               0.010724,              0.0083949,               0.015007,             0.00063768,               0.002377,               0.002377,               0.002377
                     79,               0.012229,               0.010299,               0.022425,             0.00095364,                0.98931,                0.97453,                0.98994,                0.89213,                0.97205,                0.96166,                0.96664,                0.77138,               0.010039,              0.0083978,               0.014559,             0.00058477,               0.002278,               0.002278,               0.002278
                     80,               0.011955,               0.010207,                0.02296,             0.00075169,                0.98609,                0.97493,                0.99002,                0.89057,                 0.9756,                0.96577,                0.97452,                0.79078,               0.010363,              0.0083306,               0.014683,             0.00056358,               0.002179,               0.002179,               0.002179
                     81,               0.011962,               0.010635,               0.020706,             0.00078579,                0.98983,                 0.9676,                 0.9894,                0.89063,                0.97588,                0.95629,                0.96668,                0.77948,               0.010437,              0.0082589,               0.014983,             0.00052071,                0.00208,                0.00208,                0.00208
                     82,               0.011774,               0.010207,               0.022122,             0.00080738,                 0.9895,                0.98416,                0.99097,                0.89366,                0.97628,                0.96385,                0.97512,                0.78151,               0.010531,              0.0084189,               0.014795,             0.00051357,               0.001981,               0.001981,               0.001981
                     83,               0.011258,               0.010185,               0.022115,              0.0010116,                0.99187,                0.98225,                0.99004,                0.89903,                0.97714,                 0.9676,                0.97833,                0.78811,              0.0096503,              0.0083839,               0.014225,             0.00050703,               0.001882,               0.001882,               0.001882
                     84,                0.01133,               0.010729,               0.019843,             0.00092043,                 0.9883,                0.97493,                0.98992,                0.89082,                0.97831,                0.95866,                0.97178,                0.77364,              0.0099604,              0.0085242,                0.01444,             0.00050942,               0.001783,               0.001783,               0.001783
                     85,               0.011096,               0.010041,               0.021585,             0.00089305,                0.99263,                0.97344,                0.98993,                0.89535,                0.98265,                0.95685,                 0.9671,                0.78123,               0.009989,              0.0084154,               0.014512,             0.00050034,               0.001684,               0.001684,               0.001684
                     86,               0.010799,                0.01024,               0.021359,             0.00069315,                0.98539,                0.97745,                0.99195,                0.90791,                0.98634,                0.95661,                0.97486,                0.78798,              0.0094855,              0.0084046,               0.013996,             0.00045358,               0.001585,               0.001585,               0.001585
                     87,               0.011021,                0.01016,               0.021148,             0.00072063,                0.99047,                0.97233,                0.99236,                0.90622,                0.98265,                0.96503,                0.97848,                0.77877,              0.0093024,              0.0084012,               0.013781,              0.0004294,               0.001486,               0.001486,               0.001486
                     88,               0.010778,                0.01051,               0.021161,             0.00071511,                0.99167,                0.97127,                0.99184,                0.90322,                0.98383,                0.96394,                0.97984,                0.78273,              0.0091545,              0.0083794,               0.013717,             0.00042652,               0.001387,               0.001387,               0.001387
                     89,               0.010504,               0.010253,               0.020935,             0.00071291,                0.99173,                0.97468,                0.99115,                0.90983,                0.98392,                0.96843,                0.97822,                0.78022,              0.0090529,               0.008338,               0.013899,              0.0004087,               0.001288,               0.001288,               0.001288
                     90,               0.010202,               0.009734,               0.020617,             0.00071916,                0.99164,                 0.9747,                0.99223,                0.90911,                0.98194,                0.96558,                0.97383,                0.78156,              0.0088939,              0.0083056,               0.013563,             0.00039468,               0.001189,               0.001189,               0.001189
                     91,               0.010047,               0.010291,               0.020125,             0.00058572,                0.98838,                0.97859,                0.99081,                 0.9054,                0.97882,                0.96943,                0.97527,                0.78653,              0.0089979,              0.0082565,               0.013762,             0.00036846,                0.00109,                0.00109,                0.00109
                     92,               0.009891,                0.01015,               0.019594,             0.00072431,                0.99094,                0.97859,                0.99033,                 0.9101,                0.98154,                0.96943,                0.97401,                0.78548,              0.0086865,              0.0082711,               0.013555,             0.00034329,               0.000991,               0.000991,               0.000991
                     93,              0.0097734,               0.010451,               0.019336,             0.00066643,                0.98933,                0.98108,                0.99202,                0.91513,                0.97936,                 0.9676,                 0.9772,                0.79167,              0.0087752,              0.0084396,               0.013466,             0.00032771,               0.000892,               0.000892,               0.000892
                     94,              0.0097055,                0.01035,               0.019916,             0.00053986,                0.98747,                0.98592,                0.99265,                0.91087,                0.97969,                0.96521,                0.97343,                0.79292,              0.0088525,              0.0083293,               0.013487,             0.00032216,               0.000793,               0.000793,               0.000793
                     95,              0.0093044,                0.01035,                0.01938,             0.00057345,                0.98687,                 0.9766,                0.99169,                0.91018,                0.97906,                0.96394,                0.97293,                0.78613,              0.0086142,              0.0083466,               0.013378,             0.00030757,               0.000694,               0.000694,               0.000694
                     96,              0.0094302,               0.010167,               0.020198,               0.000496,                0.98951,                0.97245,                0.99004,                0.91244,                0.97863,                0.96214,                0.97435,                0.78739,              0.0085142,               0.008329,               0.013375,             0.00030294,               0.000595,               0.000595,               0.000595
                     97,              0.0093572,               0.010049,                0.01791,              0.0005394,                0.99033,                0.97493,                0.99062,                0.91824,                0.97948,                 0.9646,                0.97416,                0.78722,              0.0084925,              0.0082917,               0.013119,             0.00029388,               0.000496,               0.000496,               0.000496
                     98,              0.0094051,               0.010316,               0.018689,             0.00056833,                 0.9918,                0.97492,                0.99059,                0.91679,                0.98288,                0.96647,                0.97873,                0.78725,              0.0084236,               0.008305,               0.012912,             0.00028576,               0.000397,               0.000397,               0.000397
                     99,              0.0091526,              0.0099477,               0.019715,             0.00055994,                0.98839,                0.97357,                0.99039,                0.91891,                0.97798,                0.96643,                0.97772,                0.79006,              0.0084141,               0.008338,               0.012956,              0.0002783,               0.000298,               0.000298,               0.000298
                    100,                0.98684,                0.97493,                0.99038,                0.91871,                0.97797,                0.96643,                 0.9777,                0.79013,              0.0084176,              0.0083379,               0.012958,             0.00027826
