Tipo de microplástico,Coordenadas,Confianza,Número de píxeles
Pellet,204.0,886.0,289.0,963.0,0.91,3196
Pellet,476.0,184.0,556.0,258.0,0.93,3855
Pellet,148.0,18.0,230.0,88.0,0.94,4397
Pellet,892.0,558.0,969.0,633.0,0.94,6200
Pellet,746.0,329.0,818.0,403.0,0.94,4143
Fragment,659.0,929.0,746.0,1021.0,0.96,4652
Pellet,1093.0,786.0,1170.0,858.0,0.96,5032
Pellet,212.0,570.0,285.0,638.0,0.96,4558
Pellet,412.0,677.0,478.0,739.0,0.97,5411
