                  epoch,         train/box_loss,         train/seg_loss,         train/obj_loss,         train/cls_loss,   metrics/precision(B),      metrics/recall(B),     metrics/mAP_0.5(B),metrics/mAP_0.5:0.95(B),   metrics/precision(M),      metrics/recall(M),     metrics/mAP_0.5(M),metrics/mAP_0.5:0.95(M),           val/box_loss,           val/seg_loss,           val/obj_loss,           val/cls_loss,                  x/lr0,                  x/lr1,                  x/lr2
                     11,               0.041386,               0.013158,               0.039728,              0.0066487,                0.60647,                0.73498,                0.69524,                0.40045,                0.58482,                0.70058,                0.64562,                0.46054,               0.041708,                0.01798,               0.035724,                0.01235,               0.009505,               0.009505,               0.009505
                     12,               0.040844,               0.013211,               0.039361,              0.0057317,                 0.8216,                0.73136,                 0.8464,                 0.3933,                0.78766,                0.68539,                0.78518,                0.47051,               0.044513,               0.014023,               0.030668,              0.0064307,              0.0094555,              0.0094555,              0.0094555
                     13,               0.041324,               0.013477,               0.039953,              0.0052456,                 0.7613,                0.77892,                0.83953,                0.56982,                0.73834,                0.76131,                 0.8024,                 0.6016,                0.03488,               0.016086,               0.030913,              0.0054998,               0.009406,               0.009406,               0.009406
                     14,               0.038068,               0.013222,               0.038257,              0.0051243,                0.81603,                 0.8311,                 0.8802,                0.46238,                0.76984,                0.79108,                0.81443,                0.53947,               0.039763,               0.013009,               0.029951,              0.0063905,              0.0093565,              0.0093565,              0.0093565
                     15,               0.038098,               0.012846,               0.037542,              0.0058433,                0.90093,                0.84575,                0.92037,                0.59141,                0.88531,                0.83508,                0.88372,                0.62915,               0.036052,               0.010596,               0.028504,              0.0045148,               0.009307,               0.009307,               0.009307
                     16,                0.03692,               0.013148,                  0.038,                0.00469,                0.80485,                0.89465,                0.92643,                0.55729,                 0.8191,                0.88611,                0.91753,                0.72646,               0.033068,               0.010573,                0.02546,              0.0031557,              0.0092575,              0.0092575,              0.0092575
                     17,               0.036268,               0.012834,               0.038561,              0.0038672,                0.87111,                0.90356,                0.92709,                0.57812,                 0.8515,                 0.8829,                 0.9011,                0.62001,               0.034523,               0.011143,               0.028165,              0.0037605,               0.009208,               0.009208,               0.009208
                     18,                0.03118,               0.013117,               0.040415,              0.0038201,                0.90102,                 0.9051,                0.93237,                0.60108,                0.89176,                0.86943,                0.90624,                 0.6356,               0.028028,               0.010823,               0.028267,              0.0030788,              0.0091585,              0.0091585,              0.0091585
                     19,               0.035075,                0.01228,               0.035922,              0.0033624,                0.88658,                0.89391,                0.92685,                0.53006,                0.82426,                0.87187,                0.85102,                0.58047,               0.034734,               0.010251,               0.025553,              0.0029252,               0.009109,               0.009109,               0.009109
                     20,               0.034477,                0.01227,               0.036556,              0.0030141,                0.84978,                0.90272,                0.94775,                0.63155,                0.84083,                0.88477,                0.92346,                0.64892,               0.036344,               0.010198,               0.026018,              0.0033281,              0.0090595,              0.0090595,              0.0090595
                     21,               0.031649,               0.012518,               0.037014,              0.0035992,                0.87476,                0.85568,                0.96291,                0.61559,                0.84132,                0.82967,                0.91058,                0.66917,               0.030075,              0.0095566,               0.023614,              0.0031376,                0.00901,                0.00901,                0.00901
                     22,                 0.0329,               0.012048,               0.034165,              0.0032884,                0.93064,                0.93018,                0.96809,                0.61868,                0.89715,                0.90078,                0.91465,                0.62297,               0.032558,               0.009879,               0.024527,              0.0028181,              0.0089605,              0.0089605,              0.0089605
                     23,               0.031848,               0.011529,               0.035932,              0.0029228,                0.93483,                0.91285,                0.96495,                 0.6854,                0.91683,                0.88655,                0.93075,                0.67922,               0.026282,              0.0098452,               0.023407,              0.0039876,               0.008911,               0.008911,               0.008911
                     24,               0.030857,                0.01218,               0.035769,               0.003128,                0.89215,                0.92666,                 0.9684,                0.60642,                0.87587,                0.91074,                0.94348,                0.73244,               0.030674,                0.01026,               0.024657,               0.002762,              0.0088615,              0.0088615,              0.0088615
                     25,               0.029643,               0.011882,               0.034313,              0.0032477,                 0.9225,                0.88307,                0.94347,                0.69854,                0.92146,                0.86565,                0.92746,                0.70124,                0.02377,               0.010926,               0.025291,              0.0040073,               0.008812,               0.008812,               0.008812
                     26,               0.027519,               0.011879,               0.034416,              0.0034079,                0.94018,                0.94805,                0.97086,                0.76015,                0.92029,                0.92766,                 0.9375,                0.72728,               0.020042,              0.0097237,               0.022343,              0.0042137,              0.0087625,              0.0087625,              0.0087625
                     27,               0.026575,               0.012234,               0.033189,              0.0035997,                0.95169,                0.93309,                0.96844,                0.70521,                0.92487,                 0.9074,                0.92353,                0.69616,               0.022858,              0.0094538,               0.022416,              0.0043072,               0.008713,               0.008713,               0.008713
                     28,               0.027802,               0.012492,               0.033017,              0.0032376,                0.96664,                0.93111,                0.97815,                0.69623,                0.95238,                0.91815,                0.94911,                0.70627,               0.026089,              0.0092478,               0.022248,              0.0018731,              0.0086635,              0.0086635,              0.0086635
                     29,               0.028691,               0.011743,               0.033537,              0.0030867,                0.94933,                0.94679,                0.97736,                0.67981,                0.92788,                0.92745,                0.94432,                0.68206,               0.024145,              0.0091546,               0.022661,              0.0019288,               0.008614,               0.008614,               0.008614
                     30,               0.027607,               0.011453,               0.035145,              0.0027006,                0.96287,                 0.9443,                0.97735,                0.77058,                 0.9622,                0.91758,                0.95088,                0.71466,               0.022132,              0.0091205,               0.021643,              0.0018516,              0.0085645,              0.0085645,              0.0085645
                     31,               0.028916,               0.011544,               0.035326,              0.0026122,                0.88745,                0.95112,                0.97661,                0.77563,                0.86961,                0.95042,                0.95927,                0.72735,               0.024672,              0.0090423,               0.022622,              0.0017839,               0.008515,               0.008515,               0.008515
                     32,               0.028586,               0.011588,                0.03081,              0.0024822,                0.97295,                0.93402,                 0.9762,                0.71182,                0.96874,                0.92856,                0.95873,                0.76743,               0.020829,              0.0095194,                0.02065,              0.0018317,              0.0084655,              0.0084655,              0.0084655
                     33,               0.028034,                0.01125,               0.030755,              0.0026684,                0.98078,                0.93318,                0.97751,                 0.7205,                0.95899,                0.91787,                0.95136,                0.70241,               0.026276,              0.0089313,               0.023367,              0.0015973,               0.008416,               0.008416,               0.008416
                     34,               0.026016,               0.011232,               0.031148,              0.0033828,                0.97157,                0.94315,                0.98141,                0.67068,                0.97451,                0.92837,                0.96499,                0.78184,               0.021923,              0.0089656,               0.021013,              0.0019386,              0.0083665,              0.0083665,              0.0083665
                     35,               0.026129,               0.011346,               0.031547,              0.0023737,                0.98659,                0.95727,                0.98553,                0.72839,                0.97292,                0.94511,                 0.9654,                0.76806,               0.020371,              0.0091022,               0.020579,              0.0021287,               0.008317,               0.008317,               0.008317
                     36,               0.027282,               0.011936,               0.031915,              0.0020526,                0.97271,                0.96062,                0.98595,                0.74622,                0.97132,                0.93046,                 0.9622,                0.75782,               0.019721,              0.0093387,                0.02005,              0.0015852,              0.0082675,              0.0082675,              0.0082675
                     37,               0.025953,               0.011875,               0.031324,              0.0024955,                0.98691,                0.94511,                0.98575,                0.73244,                0.96739,                0.94695,                0.96752,                0.77695,               0.020109,              0.0091517,               0.020766,              0.0020299,               0.008218,               0.008218,               0.008218
                     38,               0.026461,               0.011448,                0.03092,              0.0025081,                 0.9681,                0.92063,                0.96422,                0.77742,                0.96256,                0.89898,                0.94168,                0.72873,               0.019837,               0.010289,                0.02147,              0.0032341,              0.0081685,              0.0081685,              0.0081685
                     39,               0.024831,               0.011667,               0.033981,              0.0023653,                0.98795,                0.94196,                0.98239,                0.75443,                 0.9793,                0.93464,                0.96804,                0.77603,               0.020681,               0.008798,               0.021578,              0.0014404,               0.008119,               0.008119,               0.008119
                     40,               0.024465,               0.011193,               0.032926,              0.0020369,                0.97958,                0.95478,                0.98123,                0.78447,                0.96791,                0.94445,                0.96555,                0.74069,               0.019953,              0.0090014,               0.020627,              0.0014676,              0.0080695,              0.0080695,              0.0080695
                     41,               0.023665,               0.011751,               0.031624,              0.0019321,                0.98361,                0.95454,                 0.9828,                0.75867,                0.97538,                0.94721,                 0.9714,                0.77216,               0.019205,              0.0090158,                0.02101,              0.0014646,                0.00802,                0.00802,                0.00802
                     42,               0.023172,               0.011355,               0.031681,              0.0020599,                0.98206,                0.94924,                0.98264,                0.70986,                0.94967,                0.92677,                0.94226,                0.68009,               0.023703,              0.0089496,               0.020767,              0.0014834,              0.0079705,              0.0079705,              0.0079705
                     43,               0.022739,               0.010824,                0.02997,              0.0022198,                0.98469,                0.95178,                0.98334,                0.74592,                0.97308,                0.93986,                0.96377,                0.72768,               0.019305,              0.0088699,                0.02089,              0.0016079,               0.007921,               0.007921,               0.007921
                     44,                0.02328,               0.010633,               0.030123,              0.0021829,                0.98412,                0.94241,                0.98363,                0.79188,                0.96986,                 0.9365,                0.96186,                0.74988,               0.019068,              0.0089098,               0.019613,              0.0017363,              0.0078715,              0.0078715,              0.0078715
                     45,               0.024862,               0.010755,               0.030149,              0.0018443,                0.98402,                0.96034,                0.98495,                0.77418,                0.94437,                 0.9255,                0.91677,                0.70819,               0.018829,              0.0086547,               0.019753,              0.0014486,               0.007822,               0.007822,               0.007822
                     46,               0.023711,               0.011269,               0.031186,              0.0018811,                0.98553,                0.95279,                0.98442,                0.76524,                0.97641,                0.93969,                0.96462,                0.73498,               0.018935,               0.008598,               0.020028,              0.0012325,              0.0077725,              0.0077725,              0.0077725
                     47,               0.023879,               0.011051,               0.029368,              0.0016567,                0.96139,                0.95878,                0.98261,                0.77556,                0.95448,                 0.9522,                0.97162,                0.75045,               0.021173,              0.0086959,               0.020699,              0.0015884,               0.007723,               0.007723,               0.007723
                     48,               0.024515,               0.011235,               0.031607,              0.0021008,                0.98047,                0.95347,                0.98542,                0.74787,                0.97279,                 0.9471,                0.96942,                0.77206,               0.020918,              0.0089364,               0.020701,              0.0014868,              0.0076735,              0.0076735,              0.0076735
                     49,               0.023494,               0.010992,               0.031146,              0.0023146,                 0.9669,                0.94093,                  0.977,                0.77724,                 0.9467,                0.91862,                0.94318,                0.73748,               0.016915,              0.0089635,               0.021013,              0.0032125,               0.007624,               0.007624,               0.007624
                     50,               0.021133,               0.010936,               0.031037,              0.0018945,                0.99061,                 0.9601,                0.98684,                0.78319,                0.98127,                 0.9516,                0.96658,                 0.7795,               0.016745,              0.0086856,               0.019292,              0.0013151,              0.0075745,              0.0075745,              0.0075745
                     51,               0.021301,               0.011331,               0.029529,              0.0020488,                0.98783,                 0.9614,                  0.985,                0.77275,                0.98337,                0.95165,                0.96506,                0.77445,               0.019425,              0.0090645,                0.02015,              0.0012987,               0.007525,               0.007525,               0.007525
                     52,               0.022647,               0.011047,               0.029901,              0.0020329,                0.99049,                0.96277,                0.98846,                0.81707,                0.97951,                0.93778,                0.96756,                0.75953,               0.015255,              0.0088033,               0.017796,              0.0013789,              0.0074755,              0.0074755,              0.0074755
                     53,               0.021754,               0.011337,               0.030402,              0.0016749,                0.98792,                0.96121,                0.98756,                0.79953,                0.97916,                0.95122,                0.96606,                0.74673,               0.018303,              0.0088533,               0.019858,               0.001261,               0.007426,               0.007426,               0.007426
                     54,               0.021631,               0.011029,               0.029206,              0.0018779,                0.98855,                0.95372,                 0.9864,                0.80602,                0.98321,                0.94906,                0.97692,                0.76915,               0.016226,               0.008762,               0.018593,              0.0012851,              0.0073765,              0.0073765,              0.0073765
                     55,               0.020581,               0.011215,               0.028237,              0.0018408,                0.98576,                0.94121,                0.98273,                0.81304,                0.94831,                0.94918,                0.95938,                  0.732,               0.016104,              0.0092328,               0.019971,              0.0026934,               0.007327,               0.007327,               0.007327
                     56,               0.020811,               0.010932,               0.028394,              0.0014425,                0.98262,                0.94671,                0.98616,                0.80681,                0.96072,                0.93206,                0.95723,                0.75196,               0.019011,              0.0092069,                0.02016,              0.0017683,              0.0072775,              0.0072775,              0.0072775
                     57,               0.021123,               0.011825,               0.028113,              0.0020088,                0.98029,                0.95598,                0.98384,                0.79169,                0.97266,                0.94342,                0.96263,                0.76265,               0.016483,              0.0090637,               0.018263,              0.0025353,               0.007228,               0.007228,               0.007228
                     58,               0.020323,               0.011467,               0.029379,              0.0020956,                0.97416,                0.95844,                0.98546,                0.80803,                0.96701,                0.94562,                0.95656,                0.74424,               0.016244,              0.0090328,               0.018783,              0.0017619,              0.0071785,              0.0071785,              0.0071785
                     59,               0.018075,                0.01106,               0.027601,              0.0022538,                0.97328,                0.96943,                0.98741,                0.78802,                0.97451,                0.93389,                0.96002,                0.71635,               0.018623,              0.0089185,               0.020372,              0.0015106,               0.007129,               0.007129,               0.007129
                     60,               0.021455,               0.011211,               0.027908,              0.0016058,                0.98212,                0.96912,                0.98781,                0.79962,                0.97902,                0.93595,                0.96618,                0.74017,               0.018955,              0.0087532,               0.019307,              0.0013271,              0.0070795,              0.0070795,              0.0070795
                     61,               0.022182,               0.010713,               0.028469,              0.0016811,                0.98195,                0.96093,                0.98594,                0.80397,                0.96367,                0.94393,                 0.9593,                0.74038,               0.018215,              0.0085967,               0.019042,              0.0012827,                0.00703,                0.00703,                0.00703
                     62,               0.021197,               0.011493,               0.027929,              0.0017354,                0.98738,                0.94877,                0.98497,                0.80318,                0.98083,                0.93674,                0.96566,                0.75056,               0.017188,              0.0086827,               0.018095,              0.0016634,              0.0069805,              0.0069805,              0.0069805
                     63,               0.020649,               0.011152,               0.027451,              0.0016238,                0.98082,                 0.9591,                0.98992,                0.80377,                 0.9777,                0.93595,                0.96631,                0.73911,               0.019294,              0.0088596,               0.019694,              0.0017329,               0.006931,               0.006931,               0.006931
                     64,               0.020171,               0.010982,               0.026238,              0.0016054,                 0.9705,                0.97432,                0.98973,                 0.8357,                0.98041,                0.93354,                 0.9652,                0.76481,               0.016493,              0.0089367,               0.018678,              0.0021419,              0.0068815,              0.0068815,              0.0068815
                     65,               0.020576,               0.010898,               0.026666,              0.0016376,                0.98687,                0.95434,                0.98216,                0.76973,                0.97136,                0.94038,                0.95856,                0.70807,               0.017539,              0.0086826,               0.018375,              0.0012205,               0.006832,               0.006832,               0.006832
                     66,               0.019351,               0.010465,               0.027741,              0.0019091,                0.98894,                0.96943,                 0.9886,                0.83003,                0.97796,                0.95844,                0.96809,                0.78316,               0.013783,              0.0086023,               0.017534,               0.001097,              0.0067825,              0.0067825,              0.0067825
                     67,               0.018549,               0.010559,               0.027272,              0.0015123,                 0.9954,                0.95466,                0.98779,                 0.8273,                0.98911,                0.94917,                0.97516,                0.77395,               0.015304,              0.0085757,               0.017915,              0.0010571,               0.006733,               0.006733,               0.006733
                     68,                0.01956,               0.010211,               0.027471,              0.0014148,                0.99106,                0.95295,                0.98685,                0.82773,                0.97931,                0.94262,                0.96711,                0.73758,               0.015355,              0.0086496,               0.018416,               0.000993,              0.0066835,              0.0066835,              0.0066835
                     69,               0.019854,                0.01078,               0.027652,              0.0015872,                 0.9851,                0.96394,                0.98528,                0.82564,                0.96991,                0.94995,                0.96883,                0.72875,                0.01587,              0.0087204,               0.018271,              0.0011173,               0.006634,               0.006634,               0.006634
                     70,               0.020325,               0.011302,                0.02576,              0.0015366,                0.98637,                0.95501,                0.98732,                0.81256,                0.96481,                0.95096,                0.96154,                0.73199,               0.015886,              0.0085509,               0.018709,              0.0020377,              0.0065845,              0.0065845,              0.0065845
                     71,               0.019564,               0.010586,               0.026352,              0.0013919,                0.97904,                0.95465,                 0.9877,                 0.8467,                0.96843,                0.94702,                 0.9766,                 0.7594,               0.014373,              0.0086195,               0.017585,              0.0024772,               0.006535,               0.006535,               0.006535
                     72,               0.019254,               0.010737,               0.026742,              0.0011292,                0.97579,                 0.9676,                0.98782,                 0.8375,                 0.9685,                0.96028,                0.97467,                0.77002,               0.014726,              0.0085857,               0.017295,             0.00085341,              0.0064855,              0.0064855,              0.0064855
                     73,               0.019702,               0.010633,               0.026436,              0.0014722,                0.96788,                0.97036,                0.98862,                0.81689,                0.95987,                0.96117,                0.97555,                0.76336,                0.01836,              0.0085598,               0.018861,              0.0015071,               0.006436,               0.006436,               0.006436
                     74,               0.019163,               0.010518,               0.026568,              0.0015323,                0.98979,                0.96474,                 0.9884,                0.81432,                0.96671,                0.95727,                0.97144,                0.79417,               0.014754,               0.008418,               0.017103,              0.0010346,              0.0063865,              0.0063865,              0.0063865
                     75,               0.017653,               0.011061,               0.026067,              0.0014817,                0.97446,                0.97859,                0.98867,                0.84322,                0.97016,                0.96109,                 0.9725,                0.78104,               0.014233,              0.0086073,               0.017338,             0.00095827,               0.006337,               0.006337,               0.006337
                     76,                0.01779,               0.010461,               0.025806,              0.0013898,                0.98684,                0.98355,                0.98981,                0.82547,                0.97265,                0.96907,                0.98116,                0.79231,               0.014226,              0.0084138,               0.017237,             0.00095578,              0.0062875,              0.0062875,              0.0062875
                     77,               0.017926,               0.010367,               0.026118,              0.0014505,                0.98764,                0.97493,                0.98829,                0.84727,                   0.98,                 0.9646,                0.97863,                0.78754,               0.013038,              0.0085144,               0.016343,             0.00091949,               0.006238,               0.006238,               0.006238
                     78,               0.018576,               0.010359,                0.02681,              0.0013142,                0.99315,                0.96211,                0.98875,                0.85788,                0.98687,                0.94863,                0.97239,                0.76714,               0.013709,              0.0085278,               0.017072,             0.00088543,              0.0061885,              0.0061885,              0.0061885
                     79,               0.018317,               0.010548,               0.026722,              0.0012052,                0.98688,                0.97154,                0.98996,                0.86426,                0.97659,                0.96752,                0.97352,                0.77875,               0.013016,              0.0084584,               0.016821,             0.00088307,               0.006139,               0.006139,               0.006139
                     80,               0.018133,               0.010423,               0.027317,              0.0011599,                0.98222,                0.96577,                0.98843,                0.84324,                0.97522,                 0.9591,                 0.9761,                0.76677,               0.014508,              0.0083961,               0.017097,             0.00083395,              0.0060895,              0.0060895,              0.0060895
                     81,               0.018842,               0.010705,               0.024724,              0.0011401,                0.98898,                0.95844,                0.98828,                0.83639,                0.97128,                0.94793,                0.96943,                0.78933,               0.015769,              0.0083815,               0.017935,              0.0008183,                0.00604,                0.00604,                0.00604
                     82,               0.017785,               0.010413,               0.026201,              0.0011574,                0.98447,                 0.9731,                0.98943,                0.84935,                 0.9767,                0.96577,                0.97529,                0.76507,               0.015355,               0.008455,                0.01753,              0.0008291,              0.0059905,              0.0059905,              0.0059905
                     83,                 0.0166,               0.010308,               0.025813,              0.0014624,                0.99262,                0.97026,                0.99144,                0.84926,                0.98352,                0.96186,                0.98053,                0.78151,               0.013161,              0.0085696,               0.016526,              0.0009037,               0.005941,               0.005941,               0.005941
                     84,                0.01697,               0.011051,               0.023405,              0.0015916,                0.96799,                0.93464,                0.98507,                0.81773,                0.95877,                0.92125,                0.97123,                  0.741,               0.015669,              0.0093188,               0.018941,              0.0043541,              0.0058915,              0.0058915,              0.0058915
                     85,               0.017458,                0.01041,               0.026029,              0.0012253,                0.99397,                0.96381,                  0.989,                0.84097,                0.98589,                 0.9584,                0.97387,                 0.7495,               0.015221,              0.0085881,               0.017786,             0.00099276,               0.005842,               0.005842,               0.005842
                     86,               0.016972,               0.010751,                0.02601,               0.001191,                0.98934,                0.96502,                0.99003,                0.84642,                0.97718,                0.95408,                0.97084,                0.76916,               0.013944,               0.008475,               0.016788,             0.00090625,              0.0057925,              0.0057925,              0.0057925
                     87,               0.016967,               0.010507,               0.025209,               0.001223,                0.98568,                 0.9676,                0.98961,                0.86179,                0.97581,                0.95844,                0.97188,                  0.764,               0.014044,              0.0084864,               0.017285,             0.00082691,               0.005743,               0.005743,               0.005743
                     88,               0.016764,               0.010801,                0.02564,              0.0013484,                0.98175,                 0.9646,                 0.9863,                 0.8419,                0.97087,                0.95614,                0.97149,                0.78207,               0.012369,              0.0085515,               0.017052,              0.0010146,              0.0056935,              0.0056935,              0.0056935
                     89,                0.01663,               0.010728,               0.026293,              0.0013399,                0.98929,                0.97024,                0.99028,                0.85078,                0.97564,                 0.9646,                0.97555,                0.76507,               0.015334,              0.0083769,               0.017246,             0.00078023,               0.005644,               0.005644,               0.005644
                     90,               0.017141,               0.010216,               0.025523,              0.0011289,                0.97881,                0.97676,                0.99037,                 0.8571,                0.96652,                0.95661,                0.95832,                0.77841,               0.012884,              0.0084842,               0.016164,              0.0006716,              0.0055945,              0.0055945,              0.0055945
                     91,               0.016533,               0.010709,               0.024797,              0.0010336,                0.98197,                0.97294,                0.98879,                0.85463,                0.97647,                0.95661,                0.97096,                0.76118,               0.014519,              0.0084293,               0.016789,             0.00068828,               0.005545,               0.005545,               0.005545
                     92,               0.016519,                0.01048,               0.024172,              0.0013134,                0.98313,                0.98225,                0.99028,                0.84818,                0.96737,                0.97192,                0.97087,                0.74634,               0.013269,              0.0084264,               0.016366,             0.00077096,              0.0054955,              0.0054955,              0.0054955
                     93,               0.016419,               0.010781,               0.023875,              0.0011192,                0.98262,                0.98225,                0.99141,                0.86438,                0.97091,                0.96943,                0.97372,                0.76893,               0.013597,              0.0085399,               0.016754,             0.00081857,               0.005446,               0.005446,               0.005446
                     94,               0.015944,               0.010794,               0.024695,              0.0011037,                0.97785,                0.97859,                0.98978,                  0.858,                0.96469,                 0.9591,                0.96033,                0.76164,               0.011873,              0.0085347,               0.016085,             0.00078526,              0.0053965,              0.0053965,              0.0053965
                     95,               0.015394,               0.010626,               0.024044,              0.0012105,                0.98719,                0.97587,                0.99014,                0.86989,                0.97076,                 0.9591,                0.96565,                0.75586,               0.012177,              0.0085302,               0.016019,             0.00080206,               0.005347,               0.005347,               0.005347
                     96,               0.015231,               0.010285,               0.025207,              0.0011283,                0.99396,                0.96069,                0.98966,                0.87645,                0.97645,                 0.9449,                0.96263,                 0.7794,               0.011349,              0.0083826,               0.015586,             0.00076235,              0.0052975,              0.0052975,              0.0052975
                     97,               0.015816,               0.010219,               0.022351,             0.00098749,                0.98221,                0.97859,                0.99029,                0.85532,                0.96761,                0.94262,                0.95034,                0.76214,               0.012282,              0.0081857,               0.015473,             0.00067641,               0.005248,               0.005248,               0.005248
                     98,               0.015554,               0.010523,               0.023478,              0.0010505,                 0.9809,                0.97127,                 0.9894,                0.86635,                0.97119,                0.95729,                0.96446,                0.79279,               0.011569,              0.0082722,               0.015284,             0.00065643,              0.0051985,              0.0051985,              0.0051985
                     99,               0.015224,               0.010224,               0.025116,              0.0010846,                0.98361,                0.96394,                0.98821,                0.87181,                 0.9719,                0.94931,                0.96803,                0.77879,               0.011357,              0.0082557,               0.015875,             0.00072423,               0.005149,               0.005149,               0.005149
                    100,               0.014773,                0.01027,               0.024218,              0.0014083,                0.98029,                0.97438,                0.98917,                 0.8731,                0.96524,                0.96277,                0.96908,                0.77039,               0.013333,              0.0083625,               0.016508,             0.00087625,              0.0050995,              0.0050995,              0.0050995
                    101,               0.015632,               0.010477,               0.023836,              0.0010379,                0.99105,                0.96577,                0.99127,                  0.867,                0.97992,                0.95544,                0.97349,                0.75857,               0.012519,              0.0081063,               0.015984,             0.00068332,                0.00505,                0.00505,                0.00505
                    102,               0.015611,               0.011096,               0.025338,              0.0012187,                0.99374,                0.96524,                0.98939,                0.87134,                0.97575,                0.94882,                0.96318,                   0.77,               0.012364,              0.0083522,               0.015802,             0.00060767,              0.0050005,              0.0050005,              0.0050005
                    103,               0.014953,               0.010516,                0.02505,              0.0011381,                  0.992,                0.96529,                0.98932,                0.87653,                0.98198,                0.95662,                  0.978,                0.78357,               0.011264,              0.0082556,                0.01572,             0.00069634,               0.004951,               0.004951,               0.004951
                    104,               0.015037,               0.010046,               0.023513,             0.00099519,                0.98387,                0.97769,                 0.9878,                0.86327,                0.97218,                0.96472,                0.96577,                0.78203,               0.011577,              0.0085398,                0.01622,             0.00078194,              0.0049015,              0.0049015,              0.0049015
                    105,                0.01492,               0.010369,               0.023512,               0.001215,                0.98881,                0.97127,                0.98779,                0.87294,                0.97611,                0.95936,                0.96981,                0.78525,               0.010986,              0.0081716,               0.015094,             0.00074309,               0.004852,               0.004852,               0.004852
                    106,                0.01419,               0.010148,               0.023537,              0.0010328,                0.98634,                0.96211,                 0.9887,                0.88097,                0.97712,                0.95458,                0.97684,                0.77754,               0.011318,              0.0081782,               0.015819,              0.0006778,              0.0048025,              0.0048025,              0.0048025
                    107,                0.01409,               0.010215,               0.023578,             0.00096454,                0.97968,                 0.9731,                0.99069,                 0.8639,                0.98642,                0.94927,                0.97485,                0.80008,               0.012768,              0.0084684,               0.016207,             0.00070873,               0.004753,               0.004753,               0.004753
                    108,               0.014569,              0.0099485,               0.022638,              0.0010113,                0.99269,                0.96577,                 0.9913,                0.87353,                0.98525,                 0.9584,                0.97481,                0.79559,               0.010722,              0.0082196,               0.014966,             0.00066372,              0.0047035,              0.0047035,              0.0047035
                    109,               0.014824,               0.010131,                0.02433,              0.0010188,                0.99055,                0.96577,                0.98983,                0.87361,                0.98031,                0.95661,                0.97418,                 0.7989,               0.011313,              0.0081778,               0.015158,             0.00068177,               0.004654,               0.004654,               0.004654
